Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Outdoor Air Wetbulb Temperature [C](TimeStep),SPACE2-1:Zone Total Internal Radiant Heating Rate [W](TimeStep),SPACE2-1:Zone People Occupant Count [](TimeStep),SPACE2-1:Zone Infiltration Air Change Rate [ach](TimeStep),SPACE2-1:Zone Air System Sensible Heating Rate [W](TimeStep),SPACE2-1:Zone Air System Sensible Cooling Rate [W](TimeStep),SPACE2-1:Zone Air Temperature [C](TimeStep),SPACE2-1:Zone Thermostat Cooling Setpoint Temperature [C](TimeStep),MAIN COOLING COIL 1:Cooling Coil Total Cooling Rate [W](TimeStep),MAIN COOLING COIL 1:Cooling Coil Sensible Cooling Rate [W](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Fanger Model PMV [](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Mean Radiant Temperature [C](TimeStep),SPACE2-1 PEOPLE 1:Zone Thermal Comfort Clothing Value [clo](TimeStep),CLG-SETP-SCH:Schedule Value [](TimeStep),AIRCOOLING-FAN:Schedule Value [](TimeStep),AIR VELOCITY-FAN:Schedule Value [](TimeStep),FANAVAILSCHED:Schedule Value [](TimeStep),Electricity:Facility [J](TimeStep),Electricity:HVAC [J](TimeStep),Electricity:Building [J](TimeStep),Fans:Electricity [J](TimeStep),SPACE2-1:Zone Mechanical Ventilation Mass Flow Rate [kg/s](TimeStep),SPACE2-1:Zone Mechanical Ventilation Air Changes per Hour [ach](TimeStep) 
 07/14  08:05:00,26.241666666666668,23.788073383526464,328.78700702017286,5.0,0.0,3.84615,0.0,28.75327322152858,24.0,0.0,0.0,1.5678076740813738,28.450101551747509,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:10:00,26.28333333333333,23.79225489957888,324.7732433045684,5.0,0.0,69.23069999999997,0.0,29.02301903689068,24.0,0.0,0.0,1.6389749267629319,28.53947134287955,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:15:00,26.325,23.79631442142935,322.0381070690437,5.0,0.0,69.2307,0.0,29.20531165201306,24.0,0.0,0.0,1.7006632941807765,28.63205258736422,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:20:00,26.366666666666668,23.800255403733848,321.16754702730796,5.0,0.0,69.23070000000002,0.0,29.5710248226542,24.0,0.0,0.0,1.7463792214904044,28.711464764711655,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:25:00,26.40833333333333,23.804086817523115,318.31136158878828,5.0,0.0,69.2307,0.0,29.76389920946069,24.0,0.0,0.0,1.8309336702097108,28.813942932260475,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:30:00,26.45,23.807803585171404,316.9578085148445,5.0,0.0,69.2307,0.0,29.86671286372401,24.0,0.0,0.0,1.8883062800705879,28.906349247792205,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:35:00,26.491666666666668,23.811402352982609,316.122807930642,5.0,0.0,69.2307,0.0,29.949352319411525,24.0,0.0,0.0,1.9317435847121292,28.993657840915565,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:40:00,26.53333333333333,23.814881992831365,315.5776396926002,5.0,0.0,69.2307,0.0,30.03677961897971,24.0,0.0,0.0,1.9715017436152334,29.0759009046972,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:45:00,26.575,23.81825706624289,314.79806518391856,5.0,0.0,69.2307,0.0,30.126297271780144,24.0,0.0,0.0,2.012068367280028,29.158609911629428,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:50:00,26.616666666666668,23.821505338747977,313.99726403301227,5.0,0.0,69.2307,0.0,30.212404551562707,24.0,0.0,0.0,2.0528043249005147,29.24031812217174,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  08:55:00,26.65833333333333,23.824633288411673,313.2245009947253,5.0,0.0,69.2307,0.0,30.293869580612375,24.0,0.0,0.0,2.088951290090109,29.320624586711845,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  09:00:00,26.7,23.82765740000007,312.4911696211831,5.0,0.0,69.2307,0.0,30.37211850161495,24.0,0.0,0.0,2.1183422449755748,29.39932372869862,0.46426933558456126,24.0,0.0,0.0,0.0,2544166.05,0.0,2544166.05,0.0,0.0,0.0 
 07/14  09:05:00,26.749999999999998,23.826273668393744,391.53089010974147,5.0,0.0,69.2307,0.0,30.60531713781361,24.0,0.0,0.0,2.1500716447961096,29.49589022106978,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:10:00,26.8,23.82470996786935,389.4137368690448,5.0,0.0,73.07685,0.0,30.73183705862298,24.0,0.0,0.0,2.209395778479353,29.59641160209958,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:15:00,26.849999999999999,23.822948650933463,387.56513492678178,5.0,0.0,73.07685,0.0,30.89038994299859,24.0,0.0,0.0,2.2493989500381645,29.697748440596376,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:20:00,26.9,23.820978518141986,386.801497539036,5.0,0.0,73.07685,0.0,31.055218067076479,24.0,0.0,0.0,2.2961151214645989,29.78782185143706,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:25:00,26.949999999999997,23.818808706970829,385.2789966966065,5.0,0.0,73.07685,0.0,31.18727002567821,24.0,0.0,0.0,2.3484648992868188,29.885963096685278,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:30:00,27.0,23.816430391949085,384.0528423458732,5.0,0.0,73.07685,0.0,31.287332221998978,24.0,0.0,0.0,2.391295152972211,29.980798850935107,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:35:00,27.049999999999998,23.813858142205498,383.1199317181586,5.0,0.0,73.07685,0.0,31.392364538160498,24.0,0.0,0.0,2.433294951108261,30.11461253458954,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:40:00,27.1,23.811070998371095,382.13716445832037,5.0,0.0,73.07685,0.0,31.51234078096879,24.0,0.0,0.0,2.4742880777978235,30.23715764362585,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:45:00,27.150000000000003,23.808093934818627,381.010160165777,5.0,0.0,73.07685,0.0,31.640859939265114,24.0,0.0,0.0,2.518404386412011,30.361693651890265,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:50:00,27.2,23.804897669626088,379.79769085323076,5.0,0.0,73.07685,0.0,31.780715695455549,24.0,0.0,0.0,2.567736381425961,30.507579403095919,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  09:55:00,27.25,23.80150145525315,378.47213944424558,5.0,0.0,73.07685,0.0,31.921969399893049,24.0,0.0,0.0,2.616527185765337,30.638697484307558,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  10:00:00,27.3,23.797892030965035,377.12685228562347,5.0,0.0,73.07685,0.0,32.05881093140767,24.0,0.0,0.0,2.665420980782205,30.76980746142117,0.46426933558456126,24.0,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  10:05:00,27.35833333333333,23.81429865520114,387.1635127117065,5.0,0.0,73.07685,0.0,32.19273554790126,24.0,0.0,0.0,2.7128645190565687,30.902989739402999,0.46426933558456126,24.0,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:10:00,27.416666666666666,23.83057844287168,385.87602035668746,5.0,0.0,76.923,0.0,32.33653728127202,24.0,0.0,0.0,2.7625366415045717,31.04812871958573,0.46426933558456126,24.0,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:15:00,27.475,23.846688780597256,384.48705020116298,5.0,0.0,76.923,0.0,32.48073164456166,24.0,0.0,0.0,2.811576564003957,31.180825757630307,0.46426933558456126,24.0,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:20:00,27.533333333333336,23.862647790412266,383.0875044219256,5.0,0.0,76.923,0.0,32.618259582934587,24.0,0.0,0.0,2.860135810982088,31.31201205788467,0.46426933558456126,24.0,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:25:00,27.59166666666667,23.878455214998707,381.74633404514835,5.0,0.0,76.923,0.0,32.74879439541513,24.0,0.0,0.0,2.9067124325527988,31.44033942903857,0.46426933558456126,24.0,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:30:00,27.65,23.89410276505598,380.4676448824424,5.0,0.0,76.923,0.0,32.87508444586544,24.0,0.0,0.0,2.951350629151802,31.566365745740439,0.46426933558456126,24.0,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:35:00,27.708333333333337,23.909589918042788,379.2252384791089,5.0,0.0,76.923,0.0,32.990345967580427,21.82530373707414,0.0,0.0,2.9915630365730609,31.67406554638124,0.46426933558456126,21.82530373707414,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:40:00,27.766666666666667,23.924926320142299,378.086779925342,5.0,0.0,76.923,0.0,33.092102679688,21.82530373707414,0.0,0.0,3.028129566721413,31.774115343279975,0.46426933558456126,21.82530373707414,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:45:00,27.825,23.94010303715293,377.07810364972399,5.0,0.0,76.923,0.0,33.18331542559346,21.82530373707414,0.0,0.0,3.0609412011854206,31.867881414405056,0.46426933558456126,21.82530373707414,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:50:00,27.883333333333334,23.955120916439449,376.17107071536779,5.0,0.0,76.923,0.0,33.26806057442395,21.82530373707414,0.0,0.0,3.0906799480803515,31.956531174361858,0.46426933558456126,21.82530373707414,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  10:55:00,27.941666666666668,23.969988645943645,375.32591680361079,5.0,0.0,76.923,0.0,33.34838782457788,21.82530373707414,0.0,0.0,3.1177686389316086,32.04024534617894,0.46426933558456126,21.82530373707414,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  11:00:00,28.0,23.984688958622625,374.52265619578869,5.0,0.0,76.923,0.0,33.42457610850385,21.82530373707414,0.0,0.0,3.1425972970233539,32.119346926831429,0.46426933558456126,21.82530373707414,0.0,0.0,0.0,3510184.5,0.0,3510184.5,0.0,0.0,0.0 
 07/14  11:05:00,28.066666666666664,23.993874861692164,357.66949695691747,4.0,0.0,76.923,0.0,33.48444920114348,23.28933993168175,0.0,0.0,3.1664402151498707,32.18962160429625,0.46426933558456126,23.28933993168175,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:10:00,28.133333333333338,24.0028193823619,357.18823021155847,4.0,0.0,73.07685,0.0,33.5354483699452,23.28933993168175,0.0,0.0,3.187835684851049,32.257100146951319,0.46426933558456126,23.28933993168175,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:15:00,28.2,24.01149956252556,356.7775541902796,4.0,0.0,73.07685,0.0,33.5877539190087,23.28933993168175,0.0,0.0,3.207212493768802,32.319574833777,0.46426933558456126,23.28933993168175,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:20:00,28.266666666666667,24.019905133209407,356.3556523180522,4.0,0.0,73.07685,0.0,33.64246094795465,23.28933993168175,0.0,0.0,3.2262209426919417,32.37826877408941,0.46426933558456126,23.28933993168175,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:25:00,28.333333333333333,24.028054358924729,355.91361484953787,4.0,0.0,73.07685,0.0,33.69568320860238,23.28933993168175,0.0,0.0,3.244925138075271,32.432596321571,0.46426933558456126,23.28933993168175,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:30:00,28.4,24.035938322784565,355.4828238073808,4.0,0.0,73.07685,0.0,33.74564486315695,23.28933993168175,0.0,0.0,3.2631429045025279,32.48489044888718,0.46426933558456126,23.28933993168175,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:35:00,28.46666666666667,24.04355639247147,355.07775106692818,4.0,0.0,73.07685,0.0,33.785427946624817,25.75243960134685,0.0,0.0,3.2779008789675747,32.52068933572762,0.46426933558456126,25.75243960134685,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:40:00,28.53333333333333,24.050900928179453,354.7547362972533,4.0,0.0,73.07685,0.0,33.81460799663614,25.75243960134685,0.0,0.0,3.2901506663384088,32.55150979535069,0.46426933558456126,25.75243960134685,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:45:00,28.6,24.057980674661704,354.5175488344679,4.0,0.0,73.07685,0.0,33.836887361720709,25.75243960134685,0.0,0.0,3.29984535159709,32.57778570803656,0.46426933558456126,25.75243960134685,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:50:00,28.666666666666666,24.064786912343757,354.3363031638386,4.0,0.0,73.07685,0.0,33.855541594601778,25.75243960134685,0.0,0.0,3.3076891502305334,32.60015861106631,0.46426933558456126,25.75243960134685,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  11:55:00,28.733333333333336,24.071319032481854,354.1844486562129,4.0,0.0,73.07685,0.0,33.87850972262868,25.75243960134685,0.0,0.0,3.316863432283697,32.633074205218438,0.46426933558456126,25.75243960134685,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  12:00:00,28.8,24.077577928351407,353.99735202513639,4.0,0.0,73.07685,0.0,33.90180760167724,25.75243960134685,0.0,0.0,3.3245884667383849,32.65402922090682,0.46426933558456126,25.75243960134685,0.0,0.0,0.0,3402175.275,0.0,3402175.275,0.0,0.0,0.0 
 07/14  12:05:00,28.875,24.118128691465328,312.21364045635559,2.0,0.0,73.07685,0.0,33.900264878664859,20.10580904409289,0.0,0.0,3.3298134302735264,32.660925033751208,0.46426933558456126,20.10580904409289,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:10:00,28.95,24.15856807464331,312.2199307651262,2.0,0.0,61.5384,0.0,33.88017155786676,20.10580904409289,0.0,0.0,3.331239700227839,32.67016810286612,0.46426933558456126,20.10580904409289,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:15:00,29.025000000000003,24.198878562873966,312.301830996261,2.0,0.0,61.5384,0.0,33.869543478180798,20.10580904409289,0.0,0.0,3.330578742729955,32.68523048496755,0.46426933558456126,20.10580904409289,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:20:00,29.1,24.239077301247837,312.345129639357,2.0,0.0,61.5384,0.0,33.87237803850359,20.10580904409289,0.0,0.0,3.330001118326226,32.691900375356677,0.46426933558456126,20.10580904409289,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:25:00,29.174999999999998,24.279155683527898,312.3335831249363,2.0,0.0,61.5384,0.0,33.8806735710357,20.10580904409289,0.0,0.0,3.331492723017472,32.697428522925289,0.46426933558456126,20.10580904409289,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:30:00,29.25,24.319108615694608,312.2997854367933,2.0,0.0,61.5384,0.0,33.89343917828673,20.10580904409289,0.0,0.0,3.336078168618544,32.71480428962966,0.46426933558456126,20.10580904409289,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:35:00,29.325,24.358946549723897,312.2477581878158,2.0,0.0,61.5384,0.0,33.907239269216137,22.06682025082409,0.0,0.0,3.340232572361438,32.72568026088321,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:40:00,29.4,24.398665342327126,312.1914908649137,2.0,0.0,61.5384,0.0,33.92312641042337,22.06682025082409,0.0,0.0,3.3459876717221,32.744319488992477,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:45:00,29.474999999999999,24.43826502373156,312.1266831637195,2.0,0.0,61.5384,0.0,33.94354107693889,22.06682025082409,0.0,0.0,3.3528869976060644,32.767251827155629,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:50:00,29.549999999999998,24.477737482706208,312.0433581110894,2.0,0.0,61.5384,0.0,33.963985940014058,22.06682025082409,0.0,0.0,3.3590881817367386,32.78216519524786,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  12:55:00,29.625,24.517096202979187,311.9598552265668,2.0,0.0,61.5384,0.0,33.98513694670797,22.06682025082409,0.0,0.0,3.3667260212086527,32.80464536769672,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  13:00:00,29.7,24.55632395604899,311.87341075851938,2.0,0.0,61.5384,0.0,34.00896612029067,22.06682025082409,0.0,0.0,3.3749555634091488,32.82962723958667,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3078147.6,0.0,3078147.6,0.0,0.0,0.0 
 07/14  13:05:00,29.78333333333333,24.602873717643754,341.58590610518339,4.0,0.0,61.5384,0.0,34.05488084792029,22.06682025082409,0.0,0.0,3.3855145059553615,32.86479795530685,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:10:00,29.866666666666668,24.64931451947742,341.2099094694896,4.0,0.0,69.2307,0.0,34.10650239852725,22.06682025082409,0.0,0.0,3.397009454417257,32.883754419709728,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:15:00,29.95,24.695609131527435,340.7865215997481,4.0,0.0,69.2307,0.0,34.148731826975858,22.06682025082409,0.0,0.0,3.4118127554948747,32.91497878562021,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:20:00,30.03333333333333,24.741768205501754,340.439647816056,4.0,0.0,69.2307,0.0,34.18290300120392,22.06682025082409,0.0,0.0,3.4255002401022787,32.948911669846129,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:25:00,30.11666666666666,24.787795000920704,340.15862361979887,4.0,0.0,69.2307,0.0,34.21538602776127,22.06682025082409,0.0,0.0,3.437951885321236,32.98378678831105,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:30:00,30.2,24.83369492362875,339.89119984440938,4.0,0.0,69.2307,0.0,34.24989809590389,22.06682025082409,0.0,0.0,3.450300417634259,33.01963281564908,0.46426933558456126,22.06682025082409,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:35:00,30.28333333333333,24.879451268707027,339.6067693920435,4.0,0.0,69.2307,0.0,34.28309768537938,24.0,0.0,0.0,3.461789948609734,33.04856125990777,0.46426933558456126,24.0,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:40:00,30.366666666666668,24.92507731353024,339.3328619466331,4.0,0.0,69.2307,0.0,34.31297602172068,24.0,0.0,0.0,3.472904204267378,33.07658503066804,0.46426933558456126,24.0,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:45:00,30.45,24.970569447035499,339.0861096449238,4.0,0.0,69.2307,0.0,34.34007647548041,24.0,0.0,0.0,3.4832601515944447,33.10364517975776,0.46426933558456126,24.0,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:50:00,30.53333333333333,25.01592828526018,338.86209689627546,4.0,0.0,69.2307,0.0,34.3655765380903,24.0,0.0,0.0,3.492942049126287,33.1296970745004,0.46426933558456126,24.0,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  13:55:00,30.616666666666668,25.0611495640615,338.6511377279092,4.0,0.0,69.2307,0.0,34.39026350974741,24.0,0.0,0.0,3.5021814508104405,33.15485025011042,0.46426933558456126,24.0,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  14:00:00,30.7,25.106237957265948,338.44674326833009,4.0,0.0,69.2307,0.0,34.41439713959361,24.0,0.0,0.0,3.5111708364580926,33.17937826304752,0.46426933558456126,24.0,0.0,0.0,0.0,3294166.05,0.0,3294166.05,0.0,0.0,0.0 
 07/14  14:05:00,30.78333333333333,25.165680437099959,349.98311401127367,5.0,0.06274572179486154,69.2307,0.0,34.40852778569794,24.0,0.0,0.0,3.5207479951269859,33.207674431590969,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:10:00,30.866666666666668,25.22507287395045,350.0439220785285,5.0,0.06272952972109418,76.923,0.0,34.409045356165659,24.0,0.0,0.0,3.523647041580325,33.229825631957968,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:15:00,30.95,25.284413797605038,350.03856036329008,5.0,0.06271600283662395,76.923,0.0,34.42466537577633,24.0,0.0,0.0,3.527559349027809,33.25100365561651,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:20:00,31.033333333333336,25.343686061885696,349.87670528688866,5.0,0.06270387232681102,76.923,0.0,34.44818293525588,24.0,0.0,0.0,3.5343017131244895,33.27232549368025,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:25:00,31.116666666666668,25.402902290064625,349.63286533849017,5.0,0.06269180309440575,76.923,0.0,34.47200494267253,24.0,0.0,0.0,3.5425338001080814,33.293727025158549,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:30:00,31.2,25.462074968453867,349.3856845393122,5.0,0.06267932650430817,76.923,0.0,34.493461238500099,24.0,0.0,0.0,3.550771881788864,33.31478279401021,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:35:00,31.28333333333333,25.521178459023497,349.16289203692596,5.0,0.06266611449087856,76.923,0.0,34.510679374644499,24.0,0.0,0.0,3.557470925163602,33.32968618020619,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:40:00,31.366666666666668,25.580216573665646,348.9839979031053,5.0,0.062652125155815,76.923,0.0,34.52341442586859,24.0,0.0,0.0,3.5628186827876777,33.34144891568168,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:45:00,31.45,25.639210571015846,348.851620114242,5.0,0.06263748351223932,76.923,0.0,34.5323752219383,24.0,0.0,0.0,3.5667822062540206,33.35017259103389,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:50:00,31.53333333333333,25.69814498462143,348.75844304228908,5.0,0.06262289841485885,76.923,0.0,34.541602711787898,24.0,0.0,0.0,3.5708183365064958,33.363237942650417,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  14:55:00,31.616666666666665,25.757014491231887,348.6624653932918,5.0,0.06260811751670137,76.923,0.0,34.54965676042183,24.0,0.0,0.0,3.573617746987865,33.36913492570985,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  15:00:00,31.7,25.815831065326344,348.57867029252977,5.0,0.06259285337196347,76.923,0.0,34.55489470802897,24.0,0.0,0.0,3.5758131904136598,33.372893372443218,0.46426933558456126,24.0,0.0,0.0,0.0,3360184.5,0.0,3360184.5,0.0,0.0,0.0 
 07/14  15:05:00,31.75833333333333,25.86740220020362,334.8441628067079,5.0,0.0,76.923,0.0,34.531032926142618,24.0,0.0,0.0,3.576529239953051,33.371371413255328,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
 07/14  15:10:00,31.816666666666668,25.918982563638524,335.0924023109816,5.0,0.0,76.923,0.0,34.502356109401578,24.0,0.0,0.0,3.5712786292612859,33.36720431475386,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
 07/14  15:15:00,31.875,25.97056377624094,335.3904876098557,5.0,0.0,76.923,0.0,34.4845564591628,24.0,0.0,0.0,3.56487675371625,33.361574931594279,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
 07/14  15:20:00,31.933333333333338,26.02215111180638,335.57537350755549,5.0,0.0,76.923,0.0,34.47541129908627,24.0,0.0,0.0,3.5598441206874047,33.35213734735275,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
 07/14  15:25:00,31.991666666666665,26.073733635510889,335.67032451316359,5.0,0.0,76.923,0.0,34.46789846715334,24.0,0.0,0.0,3.556215529874777,33.3414816341224,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
 07/14  15:30:00,32.05,26.125325365401463,335.74830718305557,5.0,0.0,76.923,0.0,34.45911944594461,24.0,0.0,0.0,3.553106175773973,33.33200825618353,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
 07/14  15:35:00,32.108333333333337,26.17691274901964,335.83940944657265,5.0,0.0,76.923,0.0,34.450211030854877,24.0,0.0,0.0,3.5501654770810426,33.32477680509677,0.46426933558456126,24.0,0.0,0.0,0.0,3210184.5,0.0,3210184.5,0.0,0.0,0.0 
